 Key|US English
HUD_OPTIONS_SCREENSHOT_TO_PHOTOS_PC|Saved to your 'Screenshots' folder
HUD_OPTIONS_SCREENSHOT_TO_DOCUMENTS_MAC|
HUD_OPTIONS_SCREENSHOT_TO_DOCUMENTS_MAC|has been saved to your 'Screenshots' folder
HUD_OPTIONS_SCREENSHOT_TO_PHOTOS_MAC|
HUD_OPTIONS_SCREENSHOT_TO_PHOTOS_MAC|Saved to your 'Screenshots' folder
HUD_OPTIONS_SCREENSHOT_DOCUMENTS_CONFIRM|
HUD_OPTIONS_SCREENSHOT_DOCUMENTS_CONFIRM|This will overwrite any previous Entire Park screenshot in your App documents folder, and might take several minutes
HUD_OPTIONS_SCREENSHOT_PHOTOS_CONFIRM|
HUD_OPTIONS_SCREENSHOT_PHOTOS_CONFIRM|This will overwrite any previous Entire Park screenshot in your Screenshots folder, and might take several minutes
HUD_INFO_CARRYING_NOTHING|
HUD_INFO_CARRYING_NOTHING|Nothing
HUD_OPTIONS_TUTORIAL_HINTS|
HUD_OPTIONS_TUTORIAL_HINTS|Display helpful prompts while playing
HUD_TUTORIALHINTS_SHOW_HELP|
HUD_TUTORIALHINTS_SHOW_HELP|Show Help
HUD_SCENERY_SELECT_ITEM_TO_REPAIR|
HUD_SCENERY_SELECT_ITEM_TO_REPAIR|select item to repair
HUD_SCENERY_FIX|
HUD_SCENERY_FIX|FIX
HUD_IAP_RESTORING_PURCHASES|
HUD_IAP_RESTORING_PURCHASES|Restoring purchases...
HUD_IAP_PURCHASE_IN_PROGRESS|
HUD_IAP_PURCHASE_IN_PROGRESS|Purchase in progress...
HUD_IAP_ALL_PURCHASES_RESTORED|
HUD_IAP_ALL_PURCHASES_RESTORED|All purchases restored.
HUD_IAP_PURCHASE_SUCCESSFUL|
HUD_IAP_PURCHASE_SUCCESSFUL|Purchase successful!
HUD_IAP_RESTORE_FAILED|
HUD_IAP_RESTORE_FAILED|Restore failed!
HUD_IAP_COULD_NOT_RESTORE|
HUD_IAP_COULD_NOT_RESTORE|Could not restore purchases at this time, please try again.
HUD_IAP_PURCHASE_FAILED|
HUD_IAP_PURCHASE_FAILED|Purchase failed!
HUD_IAP_ERROR_CONNECTION|
HUD_IAP_ERROR_CONNECTION|Connection error\nCheck your internet connection and try again.
HUD_IAP_ERROR_STORE_UNAVIALABLE|
HUD_IAP_ERROR_STORE_UNAVIALABLE|The store is unavailable, please try again.
HUD_IAP_ERROR_IN_APP_DISABLED|
HUD_IAP_ERROR_IN_APP_DISABLED|In App Purchases are disabled in your device settings. Enable them and try again.
HUD_IAP_ERROR_PURCHASE_CANCELLED|
HUD_IAP_ERROR_PURCHASE_CANCELLED|Purchase has been cancelled.
HUD_IAP_ERROR_PURCHASE_REJECTED|
HUD_IAP_ERROR_PURCHASE_REJECTED|Purchase has been rejected.
HUD_IAP_ERROR_VERIFICATION_FAILED|
HUD_IAP_ERROR_VERIFICATION_FAILED|Purchase failed.
HUD_IAP_ERROR_UNKNOWN_ERROR|
HUD_IAP_ERROR_UNKNOWN_ERROR|An unknown error has occurred.

HUD_TUTORIALHINTS_TIP_0|
HUD_TUTORIALHINTS_TIP_0|Welcome to RollerCoaster Tycoon Classic! I’m going to help you learn the basics to get started!
HUD_TUTORIALHINTS_TIP_1|
HUD_TUTORIALHINTS_TIP_1|Here’s your new park - Drag the view to see the whole park and pinch the view to zoom in and out...
HUD_TUTORIALHINTS_TIP_2|
HUD_TUTORIALHINTS_TIP_2|You can rotate the view and display a map of the whole park using the controls in the top right corner...
HUD_TUTORIALHINTS_TIP_3|
HUD_TUTORIALHINTS_TIP_3|Use the buttons at the top of the screen to show information about your park, guests, staff, and rides - You can also see at a glance how many guests are in your park and what your park rating is...
HUD_TUTORIALHINTS_TIP_4|
HUD_TUTORIALHINTS_TIP_4|The buttons at bottom left of the screen are for building things - Use these to build rides, footpaths, and scenery...
HUD_TUTORIALHINTS_TIP_5|
HUD_TUTORIALHINTS_TIP_5|This is the New Rides selector - Here you can choose what type of ride or stall to build in your park. More rides and stalls are invented as the game progresses!
HUD_TUTORIALHINTS_TIP_6|
HUD_TUTORIALHINTS_TIP_6|This type of ride has one or more Ride Designs you can choose from, or you can create your own design by tapping the Build Custom Design button!
HUD_TUTORIALHINTS_TIP_7|
HUD_TUTORIALHINTS_TIP_7|Select a position in the park for your new ride - remember you can rotate or reflect some ride designs to suit your park!
HUD_TUTORIALHINTS_TIP_8|
HUD_TUTORIALHINTS_TIP_8|Well done, you’ve built your first ride design! Before opening the ride, make sure guests can get to it by linking up the footpaths...
HUD_TUTORIALHINTS_TIP_9|
HUD_TUTORIALHINTS_TIP_9|Once you’ve linked up the footpaths you can open the ride by tapping the flag button on the ride’s information window - the flag turns yellow for testing the ride and green to open it for guests...
HUD_TUTORIALHINTS_TIP_10|
HUD_TUTORIALHINTS_TIP_10|Don’t forget to open your park to let the guests in! Tap the park entrance (or the park button at top left of screen) to show the Park Information Window, and tap the flag button to open the park...
HUD_TUTORIALHINTS_TIP_11|
HUD_TUTORIALHINTS_TIP_11|Position your shop/stall next to a footpath to guests can reach it!
HUD_TUTORIALHINTS_TIP_12|
HUD_TUTORIALHINTS_TIP_12|Open the shop/stall by tapping the flag button on the stall’s information window!
HUD_TUTORIALHINTS_TIP_13|
HUD_TUTORIALHINTS_TIP_13|Tap the tabs on the shop/stall’s information window to show more information - In most parks you can adjust the prices too!
HUD_TUTORIALHINTS_TIP_14|
HUD_TUTORIALHINTS_TIP_14|Position your new ride somewhere close to the footpaths, but leave enough space for the entrance, exit, and queue line!
HUD_TUTORIALHINTS_TIP_15|
HUD_TUTORIALHINTS_TIP_15|Each ride needs an entrance and an exit - position them on the edge of the ride, but make sure the entrance has space for a queue line into it!
HUD_TUTORIALHINTS_TIP_16|
HUD_TUTORIALHINTS_TIP_16|Now build a queue line to the ride’s entrance so guests can wait in line, and build footpaths to connect the queue line and ride exit to the rest of the park’s footpaths!
HUD_TUTORIALHINTS_TIP_17|
HUD_TUTORIALHINTS_TIP_17|To start construction, position the ride’s station somewhere in the park - remember to leave a bit of space next to it for the ride’s entrance and exit!
HUD_TUTORIALHINTS_TIP_18|
HUD_TUTORIALHINTS_TIP_18|Build your custom ride section by section - Choose the track type and direction using the controls at the top of the window and tap the big green BUILD button to build!
HUD_TUTORIALHINTS_TIP_19|
HUD_TUTORIALHINTS_TIP_19|Remember to add a chain lift to pull trains up the first hill - Tap the chain lift button before building the incline!
HUD_TUTORIALHINTS_TIP_20|
HUD_TUTORIALHINTS_TIP_20|Building footpaths on level ground is easy - Just tap on the land to choose a position and tap again to build!
HUD_TUTORIALHINTS_TIP_21|
HUD_TUTORIALHINTS_TIP_21|Different styles of footpath and queue line can be selected using the pair of buttons on the window - queue lines should be used directly outside ride entrances so guests know where to wait in line!
HUD_TUTORIALHINTS_TIP_22|
HUD_TUTORIALHINTS_TIP_22|To build a footpath bridge tap on the view to choose the starting position, select the direction and slope using controls on the window, and tap the green BUILD button to build
HUD_TUTORIALHINTS_TIP_23|
HUD_TUTORIALHINTS_TIP_23|Scenery not only makes your park look more attractive but can also make rides more exciting for guests - Choose an item of scenery, tap on the view to position, and tap again to build!
HUD_TUTORIALHINTS_TIP_24|
HUD_TUTORIALHINTS_TIP_24|Some items of scenery can be repainted after building - Choose the new colour scheme and tap repaintable scenery objects on the view to apply the new colours
HUD_TUTORIALHINTS_TIP_25|
HUD_TUTORIALHINTS_TIP_25|In Auto Raise mode the game will automatically raise the position above existing obstacles - tap the Auto Raise button again to toggle it off
HUD_TUTORIALHINTS_TIP_26|
HUD_TUTORIALHINTS_TIP_26|In Fixed Height Mode you control the exact height you want to position the scenery at - To go back to Ground-Based mode tap the Height Match button twice or select another scenery type
HUD_TUTORIALHINTS_TIP_27|
HUD_TUTORIALHINTS_TIP_27|Here are your staff - There are four types. Handymen will help keep your footpaths clean and do gardening.
HUD_TUTORIALHINTS_TIP_28|
HUD_TUTORIALHINTS_TIP_28|Mechanics are needed to maintain rides - They regularly inspect rides to keep them running smoothly, and if a ride breaks down it will need a mechanic to fix it!
HUD_TUTORIALHINTS_TIP_29|
HUD_TUTORIALHINTS_TIP_29|Sadly vandalism can be a problem when guests get bored or frustrated, but a nearby Security Guard can prevent misbehaviour
HUD_TUTORIALHINTS_TIP_30|
HUD_TUTORIALHINTS_TIP_30|Carefully placed Entertainers can help keep your guests happy if they’re becoming bored, or frustrated while waiting in line
HUD_TUTORIALHINTS_TIP_31|
HUD_TUTORIALHINTS_TIP_31|Tap on a footpath to choose where to position your new staff member, then tap on the tongs button to drop him - You can always reposition him again by tapping the tongs button to pick him up

HUD_PARK_INVALID_DATA|
HUD_PARK_INVALID_DATA|Warning: This park includes some invalid data which may affect game stability!

HUD_CLOUD_CONNECTION_ERROR_IOS|
HUD_CLOUD_CONNECTION_ERROR_IOS|iCloud disabled. Please ensure iCloud and iCloud Drive is enabled in your device settings.
HUD_CLOUD_CONNECTION_ERROR_ANDROID|
HUD_CLOUD_CONNECTION_ERROR_ANDROID|Please ensure Google Drive is enabled in your settings.

HUD_OPTIONS_GUEST_INCOME|
HUD_OPTIONS_GUEST_INCOME|Display income from guests on view

HUD_LASTENTRY|
HUD_LASTENTRY|Last entry


